CVEGEO,homi_count,POBTOT,P_18YMAS,P18YM_PB,GRAPROES,VIVPAR_HAB,VPH_PISODT,PROM_OCUP,VPH_TV,VPH_AUTOM,VPH_PC,VPH_INTER,INDICE_GLOBAL,NSE_num,NSE_char
0900300010997,1.0,8897.0,6184.0,3119.0,10.2,2276.0,2245.0,3.73,2242.0,922.0,1021.0,772.0,0.496525800082365,5.0,C
0900300011001,1.0,7413.0,5179.0,2474.0,9.9,1975.0,1953.0,3.74,1928.0,717.0,778.0,582.0,0.466942425815485,4.0,C-
0900300011016,0.0,6195.0,4324.0,2039.0,10.0,1623.0,1607.0,3.75,1606.0,655.0,748.0,577.0,0.494180472875274,5.0,C
0900300011020,1.0,3205.0,2438.0,1717.0,12.25,929.0,917.0,3.29,917.0,522.0,578.0,494.0,0.621872309678758,6.0,C+
0900300011069,0.0,1773.0,1417.0,1267.0,14.67,525.0,514.0,3.26,521.0,498.0,477.0,463.0,0.825250066193365,7.0,A/B
0900300011073,0.0,1660.0,1401.0,1212.0,13.2,510.0,498.0,3.24,509.0,466.0,432.0,398.0,0.784345919591774,7.0,A/B
0900300011092,1.0,5351.0,4290.0,3393.0,13.98,1458.0,1368.0,3.22,1446.0,1302.0,1251.0,1156.0,0.768945131018718,7.0,A/B
0900300011105,0.0,2667.0,2162.0,1778.0,13.78,675.0,667.0,3.89,670.0,651.0,612.0,595.0,0.822375902625306,7.0,A/B
0900300011124,2.0,6689.0,4743.0,2809.0,11.3,1951.0,1935.0,3.38,1912.0,1034.0,1060.0,898.0,0.568610924747619,6.0,C+
0900300011139,1.0,702.0,544.0,475.0,14.13,199.0,199.0,3.26,197.0,145.0,149.0,123.0,0.720488158880982,7.0,A/B
0900300011143,0.0,626.0,466.0,376.0,13.42,170.0,169.0,3.29,170.0,130.0,127.0,112.0,0.717543997065005,7.0,A/B
0900300011158,2.0,8917.0,6317.0,3155.0,10.19,2384.0,2359.0,3.72,2333.0,1011.0,1081.0,869.0,0.502005721005795,5.0,C
0900300011162,3.0,15107.0,10323.0,4735.0,9.67,3723.0,3643.0,3.95,3603.0,1366.0,1498.0,1145.0,0.467462203679084,4.0,C-
0900300011181,0.0,4373.0,3409.0,2476.0,12.46,1252.0,1221.0,3.43,1246.0,957.0,975.0,883.0,0.709334446010538,7.0,A/B
0900300011213,0.0,5817.0,4632.0,3401.0,12.26,1681.0,1657.0,3.44,1667.0,1171.0,1212.0,1067.0,0.678758163730094,6.0,C+
0900300011228,2.0,2015.0,1447.0,708.0,10.08,478.0,461.0,4.15,474.0,213.0,256.0,215.0,0.532696396924763,5.0,C
0900300011232,0.0,3112.0,2349.0,1784.0,12.74,764.0,757.0,3.88,756.0,627.0,596.0,528.0,0.727834593827664,7.0,A/B
0900300011247,0.0,5243.0,4067.0,2624.0,11.34,1429.0,1398.0,3.6,1415.0,761.0,874.0,691.0,0.595514465996585,6.0,C+
0900300011251,0.0,2500.0,1968.0,1222.0,11.17,651.0,645.0,3.73,646.0,327.0,362.0,311.0,0.581119243470434,6.0,C+
0900300011266,0.0,2846.0,2187.0,1284.0,10.93,758.0,752.0,3.68,755.0,355.0,417.0,337.0,0.563597876235374,6.0,C+
0900300011270,1.0,4379.0,3486.0,2320.0,11.6,1247.0,1224.0,3.46,1229.0,633.0,812.0,666.0,0.607769008442235,6.0,C+
0900300011285,1.0,3808.0,3044.0,1985.0,11.55,1056.0,1042.0,3.59,1042.0,564.0,655.0,527.0,0.604115817219922,6.0,C+
090030001129A,0.0,3664.0,2902.0,2078.0,12.01,1037.0,1017.0,3.53,1029.0,631.0,687.0,588.0,0.644190521689698,6.0,C+
0900300011302,0.0,1990.0,1626.0,1086.0,11.72,579.0,568.0,3.4,573.0,317.0,359.0,311.0,0.613629103397271,6.0,C+
0900300011317,0.0,2747.0,2136.0,1394.0,11.43,738.0,733.0,3.64,736.0,406.0,451.0,353.0,0.596504083356285,6.0,C+
0900300011321,1.0,3906.0,3092.0,1965.0,11.41,1131.0,1120.0,3.34,1118.0,657.0,680.0,564.0,0.605874977866427,6.0,C+
0900300011336,2.0,3144.0,2403.0,1401.0,10.78,879.0,870.0,3.52,874.0,402.0,477.0,350.0,0.547924763361701,5.0,C
0900300011340,0.0,2647.0,2081.0,1760.0,13.42,799.0,793.0,3.19,793.0,523.0,578.0,502.0,0.698675642101476,7.0,A/B
0900300011355,1.0,2663.0,2144.0,1745.0,13.36,843.0,821.0,3.07,834.0,576.0,614.0,541.0,0.69750871410293,7.0,A/B
090030001136A,1.0,2451.0,1949.0,1605.0,13.44,764.0,759.0,3.09,760.0,534.0,546.0,460.0,0.696397136441729,7.0,A/B
0900300011374,2.0,2521.0,2010.0,1569.0,13.04,765.0,679.0,3.16,748.0,515.0,575.0,501.0,0.684052999553064,6.0,C+
0900300011389,0.0,3630.0,2429.0,892.0,8.92,856.0,849.0,4.17,833.0,275.0,266.0,185.0,0.416646217764286,3.0,D+
0900300011393,3.0,2933.0,2050.0,928.0,9.92,661.0,647.0,4.37,646.0,262.0,281.0,205.0,0.480143374030639,4.0,C-
0900300011406,0.0,3078.0,2184.0,953.0,9.53,710.0,691.0,4.24,691.0,288.0,310.0,238.0,0.484029100209593,5.0,C
0900300011410,0.0,3706.0,2780.0,2134.0,12.8,1200.0,1182.0,3.05,1180.0,841.0,867.0,779.0,0.685598413955097,6.0,C+
0900300011425,0.0,6975.0,5064.0,2855.0,10.73,1883.0,1845.0,3.68,1845.0,914.0,956.0,767.0,0.539220354458309,5.0,C
090030001143A,0.0,2893.0,2376.0,2083.0,14.16,830.0,595.0,3.43,825.0,779.0,749.0,718.0,0.779672656601953,7.0,A/B
0900300011444,0.0,2632.0,2158.0,1883.0,14.31,888.0,869.0,2.91,878.0,760.0,769.0,719.0,0.778730031673754,7.0,A/B
0900300011459,1.0,2584.0,1926.0,1545.0,12.86,819.0,809.0,2.96,809.0,554.0,601.0,497.0,0.68350454221506,6.0,C+
0900300011463,0.0,3205.0,2379.0,1800.0,12.38,1016.0,1005.0,3.05,1005.0,626.0,720.0,575.0,0.648438571864446,6.0,C+
0900300011478,1.0,4162.0,3253.0,2144.0,11.42,1147.0,1139.0,3.56,1143.0,621.0,729.0,582.0,0.612594567079538,6.0,C+
0900300011482,0.0,4255.0,3254.0,2103.0,11.45,1141.0,1127.0,3.64,1135.0,649.0,719.0,574.0,0.608966929238036,6.0,C+
0900300011497,3.0,5598.0,4441.0,2955.0,11.49,1575.0,1507.0,3.52,1567.0,876.0,999.0,836.0,0.608806773644289,6.0,C+
090030001150A,0.0,4931.0,3808.0,2914.0,12.66,1386.0,1357.0,3.47,1376.0,944.0,1022.0,879.0,0.684310995946815,6.0,C+
0900300011514,2.0,6177.0,4690.0,2960.0,11.19,1645.0,1627.0,3.71,1633.0,840.0,986.0,817.0,0.589284111414953,6.0,C+
0900300011529,1.0,5286.0,3982.0,3333.0,13.92,1808.0,1781.0,2.7,1771.0,1417.0,1481.0,1357.0,0.7459337979853,7.0,A/B
0900300011533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.358872007071284,2.0,D
0900300011548,0.0,1598.0,1259.0,1173.0,15.16,633.0,625.0,2.34,614.0,477.0,544.0,494.0,0.768165051324486,7.0,A/B
0900300011552,1.0,1794.0,1441.0,1168.0,13.21,583.0,575.0,3.02,572.0,399.0,465.0,393.0,0.704667315544122,7.0,A/B
0900300011567,1.0,1748.0,1413.0,1091.0,12.72,583.0,578.0,2.92,575.0,387.0,439.0,377.0,0.681088730597396,6.0,C+
0900300011571,0.0,1868.0,1468.0,1053.0,12.29,592.0,544.0,3.06,583.0,354.0,409.0,326.0,0.63135088216671,6.0,C+
0900300011586,0.0,437.0,352.0,281.0,13.08,151.0,148.0,2.87,148.0,97.0,112.0,93.0,0.681809804234187,6.0,C+
0900300011590,0.0,1898.0,1496.0,1111.0,12.56,602.0,594.0,3.05,595.0,385.0,448.0,390.0,0.672169485909419,6.0,C+
0900300011618,1.0,977.0,787.0,674.0,14.43,258.0,258.0,3.59,255.0,235.0,224.0,217.0,0.810904073484592,7.0,A/B
0900300011622,0.0,2650.0,2134.0,1704.0,12.85,816.0,807.0,3.17,806.0,536.0,606.0,530.0,0.68862053822693,6.0,C+
0900300011637,0.0,2923.0,2335.0,1877.0,13.12,995.0,979.0,2.85,982.0,686.0,752.0,657.0,0.695546848813144,7.0,A/B
0900300011641,0.0,1970.0,1591.0,1243.0,13.26,626.0,616.0,3.07,626.0,491.0,519.0,461.0,0.732825175002769,7.0,A/B
0900300011656,1.0,3015.0,2230.0,1713.0,12.68,838.0,817.0,3.47,830.0,656.0,644.0,572.0,0.713826039993746,7.0,A/B
0900300011660,0.0,3126.0,2412.0,1721.0,12.45,853.0,830.0,3.54,841.0,610.0,600.0,524.0,0.670603415785911,6.0,C+
0900300011675,1.0,3911.0,3028.0,2323.0,12.94,1072.0,963.0,3.53,1065.0,869.0,806.0,751.0,0.715029961198413,7.0,A/B
090030001168A,0.0,1848.0,1406.0,1261.0,14.24,626.0,623.0,2.8,620.0,494.0,525.0,472.0,0.76095348248871,7.0,A/B
0900300011694,0.0,1634.0,1251.0,1097.0,14.13,575.0,560.0,2.76,570.0,450.0,483.0,441.0,0.756971113530882,7.0,A/B
0900300011707,1.0,5027.0,3814.0,3222.0,13.77,1399.0,1332.0,3.55,1388.0,1235.0,1181.0,1097.0,0.770464869890055,7.0,A/B
0900300011726,0.0,2989.0,2381.0,1897.0,13.29,918.0,905.0,3.24,908.0,685.0,691.0,603.0,0.712687135737849,7.0,A/B
0900300011730,0.0,707.0,594.0,527.0,14.29,244.0,237.0,2.89,244.0,226.0,210.0,200.0,0.801219095641281,7.0,A/B
0900300011745,0.0,3261.0,2309.0,1570.0,11.75,1027.0,995.0,3.1,997.0,482.0,683.0,562.0,0.601020083548629,6.0,C+
090030001175A,0.0,3564.0,2741.0,1840.0,11.47,983.0,971.0,3.61,976.0,572.0,646.0,551.0,0.622238588014394,6.0,C+
0900300011764,1.0,3169.0,2260.0,1603.0,11.76,871.0,861.0,3.47,866.0,515.0,570.0,438.0,0.620054884448531,6.0,C+
0900300011779,0.0,1953.0,1340.0,1038.0,12.78,577.0,560.0,3.14,562.0,397.0,416.0,344.0,0.672922828829849,6.0,C+
0900300011783,0.0,2818.0,2226.0,1902.0,13.74,973.0,955.0,2.79,960.0,709.0,768.0,674.0,0.720066583105594,7.0,A/B
0900300011798,0.0,657.0,447.0,415.0,14.68,238.0,233.0,2.43,233.0,217.0,211.0,206.0,0.807658033895296,7.0,A/B
090040001002A,2.0,4727.0,3313.0,1400.0,9.25,1178.0,1124.0,3.95,1151.0,463.0,458.0,332.0,0.455227155550149,4.0,C-
0900400010049,0.0,4089.0,2932.0,2183.0,12.75,958.0,917.0,4.13,942.0,816.0,784.0,767.0,0.751860525495144,7.0,A/B
0900400010053,3.0,6692.0,4532.0,2306.0,10.19,1748.0,1668.0,3.69,1683.0,859.0,842.0,669.0,0.515007759241464,5.0,C
0900400010072,2.0,3412.0,2315.0,980.0,9.31,920.0,914.0,3.67,909.0,339.0,343.0,249.0,0.448520078021088,4.0,C-
0900400010091,4.0,11430.0,7821.0,3965.0,10.19,2908.0,2870.0,3.9,2870.0,1227.0,1360.0,1050.0,0.506423866495517,5.0,C
0900400010104,1.0,6314.0,4504.0,2906.0,11.69,1735.0,1690.0,3.63,1711.0,1182.0,1185.0,1081.0,0.651274590663743,6.0,C+
0900400010119,2.0,3341.0,2394.0,1482.0,11.52,855.0,846.0,3.87,845.0,538.0,542.0,480.0,0.623726686846988,6.0,C+
0900400010123,1.0,5350.0,3782.0,2160.0,11.12,1353.0,1322.0,3.94,1340.0,811.0,806.0,707.0,0.595895278302661,6.0,C+
0900400010138,0.0,6765.0,4565.0,1967.0,9.43,1719.0,1680.0,3.91,1687.0,719.0,690.0,509.0,0.468898664917196,4.0,C-
0900400010176,0.0,8025.0,5322.0,3321.0,11.55,1852.0,1781.0,4.0,1813.0,1517.0,1458.0,1407.0,0.702260918407138,7.0,A/B
0900400010180,1.0,5609.0,3860.0,2558.0,12.22,1367.0,1356.0,4.0,1336.0,1164.0,1119.0,1098.0,0.742476297274373,7.0,A/B
0900400010195,1.0,10358.0,7127.0,4489.0,11.81,2381.0,2277.0,4.22,2344.0,1928.0,1918.0,1852.0,0.711691780903427,7.0,A/B
0900400010208,2.0,6461.0,4243.0,1847.0,9.73,1536.0,1502.0,4.17,1509.0,662.0,621.0,505.0,0.480055365010009,4.0,C-
0900400010212,2.0,4704.0,3249.0,1860.0,11.03,1207.0,1179.0,3.88,1194.0,767.0,693.0,602.0,0.591719345891863,6.0,C+
0900400010227,0.0,8879.0,5845.0,1891.0,8.67,2112.0,2062.0,4.19,2049.0,492.0,497.0,308.0,0.371582980013123,2.0,D
0900400010231,1.0,8958.0,5741.0,2044.0,8.77,2201.0,2158.0,4.06,2149.0,724.0,626.0,476.0,0.40845600481653,3.0,D+
0900400010250,3.0,3756.0,2480.0,1123.0,9.74,925.0,905.0,4.03,909.0,459.0,417.0,318.0,0.49807404982596,5.0,C
090040001027A,1.0,4915.0,3582.0,1971.0,10.59,1430.0,1419.0,3.41,1398.0,721.0,689.0,564.0,0.533174564294473,5.0,C
0900400010299,2.0,8015.0,5484.0,3090.0,10.56,2113.0,2103.0,3.75,2089.0,1016.0,1090.0,874.0,0.543117131072922,5.0,C
0900400010301,0.0,4216.0,2834.0,1657.0,10.95,1157.0,1144.0,3.62,1146.0,665.0,640.0,538.0,0.574214575049588,6.0,C+
0900400010320,2.0,2792.0,1706.0,579.0,8.43,712.0,665.0,3.84,673.0,250.0,170.0,113.0,0.382975897264602,3.0,D+
090040001034A,0.0,3172.0,2151.0,949.0,9.65,776.0,754.0,4.05,764.0,321.0,328.0,277.0,0.482848917925494,5.0,C
0900400010354,1.0,7010.0,4929.0,2925.0,11.09,1817.0,1788.0,3.83,1793.0,1065.0,1100.0,971.0,0.59866712928744,6.0,C+
0900400010369,2.0,5681.0,4020.0,3469.0,12.95,1891.0,1794.0,2.71,1855.0,1827.0,1813.0,1791.0,0.820004468200164,7.0,A/B
0900400010373,2.0,8672.0,4927.0,1842.0,9.17,1813.0,1772.0,4.17,1774.0,815.0,712.0,574.0,0.465494783400344,4.0,C-
0900400010392,0.0,554.0,359.0,126.0,9.0,129.0,126.0,4.29,126.0,40.0,40.0,26.0,0.406598393327362,3.0,D+
0900400010405,1.0,4411.0,2788.0,1325.0,9.59,980.0,970.0,4.1,952.0,489.0,481.0,418.0,0.523387790541671,5.0,C
090040001041A,0.0,2183.0,1475.0,863.0,11.02,530.0,524.0,4.06,517.0,329.0,334.0,307.0,0.611977004846768,6.0,C+
0900400200246,3.0,9076.0,6091.0,2627.0,9.61,2137.0,2104.0,4.23,2106.0,869.0,815.0,586.0,0.465546587968784,4.0,C-
0900400200316,5.0,12818.0,8276.0,2943.0,8.88,3056.0,2987.0,4.16,2990.0,1129.0,935.0,659.0,0.42025726600414,3.0,D+
0900400200388,1.0,1143.0,738.0,257.0,8.7,269.0,255.0,4.24,260.0,95.0,86.0,56.0,0.411289043866364,3.0,D+
0900500010012,0.0,4312.0,2833.0,827.0,8.37,1078.0,1050.0,3.99,1050.0,314.0,284.0,182.0,0.379086960605402,3.0,D+
0900500010027,1.0,5407.0,3676.0,1223.0,8.7,1382.0,1355.0,3.9,1360.0,449.0,399.0,273.0,0.402730796813531,3.0,D+
0900500010050,7.0,10216.0,6995.0,2915.0,9.36,2691.0,2659.0,3.79,2636.0,894.0,872.0,621.0,0.433696388055941,4.0,C-
0900500010084,1.0,3358.0,2236.0,790.0,8.8,841.0,829.0,3.97,819.0,297.0,266.0,191.0,0.420644611021146,3.0,D+
0900500010099,3.0,4627.0,3156.0,1260.0,9.1,1174.0,1157.0,3.93,1153.0,413.0,339.0,229.0,0.420370998227348,3.0,D+
0900500010101,1.0,5161.0,3390.0,1130.0,8.72,1282.0,1266.0,3.93,1258.0,427.0,393.0,264.0,0.408840257495012,3.0,D+
0900500010135,6.0,4752.0,3241.0,1252.0,8.99,1226.0,1214.0,3.87,1212.0,409.0,383.0,250.0,0.419880050506766,3.0,D+
090050001014A,4.0,4730.0,3164.0,1081.0,8.77,1191.0,1182.0,3.95,1170.0,395.0,325.0,191.0,0.398256319378632,3.0,D+
0900500010154,19.0,12546.0,12534.0,2561.0,8.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396515140879572,3.0,D+
0900500010169,5.0,7794.0,5233.0,1730.0,8.65,1986.0,1960.0,3.9,1937.0,540.0,517.0,346.0,0.387397106417742,3.0,D+
0900500010173,4.0,4629.0,3273.0,1552.0,9.84,1203.0,1194.0,3.81,1175.0,519.0,490.0,349.0,0.48241402130966,4.0,C-
0900500010188,2.0,4675.0,3341.0,1554.0,9.58,1220.0,1205.0,3.82,1200.0,536.0,477.0,330.0,0.47539380305233,4.0,C-
0900500010192,9.0,5587.0,3947.0,1803.0,9.67,1476.0,1461.0,3.76,1449.0,591.0,562.0,406.0,0.467011945990427,4.0,C-
0900500010205,2.0,6504.0,4397.0,1555.0,8.85,1699.0,1682.0,3.82,1652.0,535.0,498.0,351.0,0.40896866079789,3.0,D+
0900500010224,1.0,3090.0,2233.0,1058.0,9.93,790.0,785.0,3.89,774.0,361.0,343.0,238.0,0.495230101702703,5.0,C
0900500010243,6.0,7579.0,5124.0,1558.0,8.49,1899.0,1869.0,3.97,1852.0,465.0,463.0,321.0,0.374168268764337,3.0,D+
0900500010258,5.0,5381.0,3623.0,1154.0,8.47,1453.0,1435.0,3.68,1412.0,415.0,389.0,264.0,0.386343912884503,3.0,D+
0900500010262,3.0,4360.0,2934.0,1103.0,8.96,1164.0,1152.0,3.7,1126.0,370.0,364.0,230.0,0.415126521450888,3.0,D+
0900500010277,0.0,3229.0,2574.0,1860.0,12.14,1047.0,1011.0,3.0,1040.0,544.0,681.0,547.0,0.618450368383367,6.0,C+
0900500010281,0.0,2726.0,2073.0,1576.0,12.25,893.0,856.0,2.94,889.0,474.0,581.0,497.0,0.629264225008128,6.0,C+
0900500010296,0.0,2801.0,2170.0,1668.0,12.63,936.0,904.0,2.89,932.0,522.0,626.0,519.0,0.64116373257747294,6.0,C+
0900500010309,1.0,2255.0,1723.0,1366.0,12.75,736.0,707.0,2.93,732.0,410.0,498.0,423.0,0.650042041074449,6.0,C+
0900500010313,1.0,3901.0,2650.0,1614.0,11.07,1017.0,951.0,3.74,999.0,534.0,571.0,422.0,0.559667302245309,6.0,C+
0900500010328,2.0,1721.0,1227.0,595.0,10.03,451.0,448.0,3.8,443.0,176.0,184.0,128.0,0.478315048405252,4.0,C-
0900500010332,8.0,6347.0,4275.0,1336.0,8.44,1617.0,1601.0,3.91,1573.0,403.0,412.0,287.0,0.379035821544163,3.0,D+
0900500010351,8.0,5142.0,3319.0,889.0,8.14,1337.0,1328.0,3.82,1272.0,212.0,294.0,182.0,0.34371373386446,2.0,D
0900500010366,3.0,10011.0,7135.0,5098.0,12.15,3198.0,3137.0,3.04,3162.0,1877.0,2060.0,1580.0,0.617644656980221,6.0,C+
0900500010370,5.0,3074.0,2210.0,1237.0,10.67,786.0,779.0,3.81,775.0,362.0,359.0,263.0,0.519493265118267,5.0,C
0900500010385,4.0,6268.0,4420.0,1662.0,9.23,1653.0,1610.0,3.71,1618.0,560.0,572.0,414.0,0.430664190026312,4.0,C-
090050001039A,3.0,5660.0,4553.0,3915.0,13.83,1595.0,1592.0,3.46,1585.0,1390.0,1302.0,1152.0,0.766372334730953,7.0,A/B
0900500010402,4.0,5642.0,3879.0,1971.0,10.08,1385.0,1358.0,3.87,1361.0,597.0,582.0,436.0,0.495408258855937,5.0,C
0900500010417,6.0,4853.0,3343.0,1543.0,9.65,1310.0,1278.0,3.7,1282.0,490.0,510.0,347.0,0.460541976542935,4.0,C-
0900500010421,2.0,3836.0,2824.0,1481.0,10.38,1041.0,1032.0,3.58,1034.0,445.0,427.0,307.0,0.49595604787384,5.0,C
0900500010436,3.0,4353.0,3240.0,1712.0,10.35,1147.0,1137.0,3.71,1134.0,491.0,513.0,378.0,0.507571670289704,5.0,C
0900500010440,0.0,4552.0,3210.0,1534.0,9.89,1180.0,919.0,3.63,1167.0,417.0,460.0,341.0,0.441001874310547,4.0,C-
0900500010455,2.0,4112.0,3008.0,1510.0,10.11,1068.0,1056.0,3.75,1049.0,416.0,464.0,348.0,0.491930008052644,5.0,C
0900500010474,4.0,5381.0,3920.0,2118.0,10.35,1424.0,1415.0,3.66,1409.0,623.0,610.0,459.0,0.507162753248634,5.0,C
0900500010489,3.0,3582.0,2656.0,2090.0,12.48,1153.0,1144.0,3.1,1142.0,640.0,805.0,617.0,0.641349099192353,6.0,C+
0900500010493,0.0,2873.0,2312.0,1746.0,12.35,884.0,867.0,3.22,873.0,518.0,593.0,498.0,0.64484134377733,6.0,C+
0900500010506,0.0,2357.0,1965.0,1117.0,11.12,620.0,598.0,3.08,596.0,293.0,370.0,287.0,0.560675966276531,6.0,C+
0900500010510,1.0,860.0,706.0,565.0,13.06,291.0,289.0,2.92,289.0,214.0,228.0,189.0,0.709356723999479,7.0,A/B
0900500010525,1.0,1209.0,977.0,823.0,13.58,320.0,317.0,3.72,315.0,308.0,279.0,266.0,0.804322572857337,7.0,A/B
0900500010559,2.0,2910.0,2214.0,1292.0,11.12,823.0,813.0,3.52,794.0,372.0,437.0,353.0,0.54736683131445,5.0,C
0900500010563,1.0,3660.0,2617.0,1364.0,10.23,971.0,956.0,3.65,944.0,404.0,443.0,347.0,0.505773389750202,5.0,C
0900500010582,0.0,3010.0,2276.0,1448.0,11.36,819.0,813.0,3.64,806.0,426.0,464.0,397.0,0.586496270664248,6.0,C+
0900500010597,1.0,4622.0,3372.0,1708.0,10.08,1198.0,1187.0,3.83,1187.0,541.0,566.0,413.0,0.510031627784784,5.0,C
090050001060A,0.0,1676.0,1354.0,935.0,12.16,491.0,487.0,3.34,487.0,310.0,303.0,260.0,0.63138123835635,6.0,C+
0900500010614,1.0,789.0,665.0,568.0,13.6,257.0,241.0,3.01,250.0,150.0,184.0,156.0,0.683347676011428,6.0,C+
0900500010629,0.0,841.0,678.0,594.0,13.95,279.0,261.0,2.84,274.0,171.0,202.0,175.0,0.69702261400957,7.0,A/B
0900500010633,0.0,2630.0,2058.0,1518.0,12.73,782.0,776.0,3.31,778.0,548.0,537.0,467.0,0.67224440423112,6.0,C+
0900500010667,4.0,5898.0,4053.0,1483.0,9.01,1534.0,1519.0,3.84,1507.0,444.0,478.0,344.0,0.413014145577865,3.0,D+
0900500010671,7.0,5526.0,3798.0,1451.0,9.06,1430.0,1409.0,3.84,1406.0,363.0,438.0,300.0,0.406771581309525,3.0,D+
0900500010703,3.0,7928.0,5450.0,2060.0,9.01,2130.0,2125.0,3.68,2090.0,615.0,651.0,433.0,0.410149820554335,3.0,D+
0900500010718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.358872007071284,2.0,D
0900500010722,0.0,3399.0,2740.0,2284.0,13.54,1042.0,1040.0,3.19,1029.0,862.0,813.0,761.0,0.751300105096933,7.0,A/B
0900500010737,0.0,3170.0,2486.0,2077.0,13.5,941.0,929.0,3.24,928.0,777.0,719.0,652.0,0.738982822856478,7.0,A/B
0900500010741,0.0,2430.0,1956.0,1636.0,13.67,727.0,708.0,3.22,705.0,611.0,569.0,550.0,0.754733152506205,7.0,A/B
0900500010760,1.0,2429.0,1710.0,910.0,10.32,601.0,593.0,3.95,583.0,257.0,269.0,214.0,0.506785658305112,5.0,C
0900500010775,0.0,1967.0,1406.0,740.0,10.18,541.0,539.0,3.61,532.0,199.0,242.0,178.0,0.493948600354458,5.0,C
090050001078A,5.0,2063.0,1542.0,911.0,10.86,560.0,553.0,3.68,550.0,285.0,300.0,250.0,0.563389480907397,6.0,C+
0900500010794,0.0,2533.0,1829.0,981.0,10.63,669.0,657.0,3.77,658.0,325.0,316.0,267.0,0.529631790643279,5.0,C
0900500010807,1.0,1182.0,778.0,187.0,7.59,289.0,258.0,4.06,276.0,54.0,44.0,27.0,0.30804642585881,2.0,D
0900500010811,4.0,5441.0,3769.0,1375.0,9.06,1466.0,1440.0,3.68,1434.0,366.0,395.0,273.0,0.393256718191594,3.0,D+
0900500010826,1.0,4211.0,2942.0,1271.0,9.41,1114.0,1102.0,3.71,1089.0,362.0,389.0,274.0,0.438356131382078,4.0,C-
0900500010830,4.0,4677.0,3441.0,1657.0,9.96,1248.0,1239.0,3.72,1228.0,486.0,520.0,390.0,0.482052690884058,4.0,C-
0900500010845,7.0,8230.0,5699.0,2323.0,9.28,2294.0,2276.0,3.48,2243.0,714.0,730.0,464.0,0.42120138239539,3.0,D+
090050001085A,1.0,5397.0,3731.0,1600.0,9.51,1431.0,1422.0,3.72,1411.0,497.0,450.0,311.0,0.435203486528636,4.0,C-
0900500010864,2.0,5753.0,4068.0,1596.0,8.98,1509.0,1452.0,3.76,1479.0,484.0,451.0,266.0,0.409639988763055,3.0,D+
0900500010879,0.0,2030.0,1596.0,1170.0,12.32,678.0,664.0,2.94,667.0,343.0,402.0,347.0,0.605804170064412,6.0,C+
0900500010883,2.0,808.0,622.0,455.0,12.34,229.0,218.0,3.46,226.0,153.0,158.0,131.0,0.657691226265199,6.0,C+
0900500010898,0.0,1563.0,1251.0,950.0,12.5,541.0,534.0,2.84,536.0,264.0,344.0,277.0,0.617129244301477,6.0,C+
0900500010900,0.0,2055.0,1639.0,1240.0,12.46,718.0,712.0,2.82,715.0,341.0,418.0,342.0,0.602773998418781,6.0,C+
0900500010915,0.0,1939.0,1600.0,1259.0,12.78,705.0,699.0,2.73,694.0,355.0,440.0,381.0,0.627440149576068,6.0,C+
090050001092A,0.0,2788.0,2171.0,1609.0,12.56,788.0,778.0,3.45,772.0,534.0,517.0,445.0,0.656452047544279,6.0,C+
0900500010934,1.0,2629.0,2013.0,1442.0,12.5,701.0,695.0,3.6,696.0,520.0,502.0,448.0,0.686685889697767,6.0,C+
0900500010949,0.0,1848.0,1559.0,1278.0,13.75,564.0,551.0,3.23,555.0,504.0,462.0,440.0,0.770717984755848,7.0,A/B
0900500010953,3.0,1748.0,1445.0,1194.0,13.58,517.0,455.0,3.31,513.0,449.0,404.0,378.0,0.742940314678914,7.0,A/B
0900500010968,0.0,1499.0,1160.0,993.0,13.87,451.0,446.0,3.15,449.0,393.0,389.0,376.0,0.785969432718581,7.0,A/B
0900500010972,1.0,2752.0,1992.0,1072.0,10.51,728.0,726.0,3.76,708.0,339.0,344.0,273.0,0.523914605647316,5.0,C
0900500010987,2.0,2609.0,1904.0,1007.0,10.16,667.0,665.0,3.82,657.0,295.0,297.0,230.0,0.508571135912181,5.0,C
0900500010991,5.0,5587.0,3846.0,1368.0,8.79,1428.0,1408.0,3.86,1395.0,336.0,397.0,278.0,0.391484900977686,3.0,D+
0900500011006,3.0,4485.0,3296.0,1580.0,9.88,1211.0,1166.0,3.69,1165.0,441.0,480.0,355.0,0.466532565524245,4.0,C-
0900500011025,4.0,7672.0,5471.0,2430.0,9.59,1989.0,1959.0,3.78,1954.0,658.0,708.0,512.0,0.447329433391223,4.0,C-
090050001103A,4.0,4312.0,3006.0,1348.0,9.57,1157.0,1152.0,3.66,1131.0,416.0,435.0,313.0,0.457752904577226,4.0,C-
0900500011044,5.0,6423.0,4438.0,1950.0,9.49,1666.0,1625.0,3.8,1634.0,580.0,552.0,361.0,0.437492890185177,4.0,C-
0900500011059,4.0,4268.0,2906.0,1143.0,9.06,1134.0,1111.0,3.68,1118.0,368.0,315.0,136.0,0.402312561443759,3.0,D+
